issue title,link,filtering type
Unit test for torch.compile bmm dtype,https://github.com/pytorch/pytorch/pull/167140,Step 2: Issue not discussing a bug within torch.compile
Torch Dynamo fails to trace `torch.nn.RReLU()`,https://github.com/pytorch/pytorch/issues/119460,Step 3: Issue not related to correctness bugs
Torch dynamo deep dive and overview discrepancy,https://github.com/pytorch/pytorch/issues/129328,Step 2: Issue not discussing a bug within torch.compile
torch compile does not improve the torchscript model,https://github.com/pytorch/pytorch/issues/121214,Step 3: Issue not related to correctness bugs
"When torch.compile is used, some APIs are decomposed even if decomposition is empty.",https://github.com/pytorch/pytorch/issues/112744,Step 3: Issue not related to correctness bugs
[Quant][pt2e] Failed to run pt2e flow on LLaMA,https://github.com/pytorch/pytorch/issues/100796,Step 3: Issue not related to correctness bugs
`aot_module` + `torch.onnx.export` bug or user error?,https://github.com/pytorch/pytorch/issues/124525,Step 1: Feature requests and general help requests
Setting static arguments in `torch.compile()`,https://github.com/pytorch/pytorch/issues/121299,Step 1: Feature requests and general help requests
torch._check causing graph breaks,https://github.com/pytorch/pytorch/issues/163668,Step 3: Issue not related to correctness bugs
Poor scaling on AArch64 at high thread counts,https://github.com/pytorch/pytorch/issues/155795,Step 3: Issue not related to correctness bugs
Fix issue with inductor pointwise kernels always autotuning,https://github.com/pytorch/pytorch/pull/166515,Step 3: Issue not related to correctness bugs
[Inductor] Fix unbacked float symbol handling in kernel codegen,https://github.com/pytorch/pytorch/pull/166890,Step 3: Issue not related to correctness bugs
CustomOp Inline Fusion,https://github.com/pytorch/pytorch/pull/165952,Step 1: Feature requests and general help requests
Expose torch.compiler.config.force_disable_caches as a public API,https://github.com/pytorch/pytorch/pull/166699,Step 1: Feature requests and general help requests
`native_batch_norm`: `aot_eager` backend incorrectly raising an error.,https://github.com/pytorch/pytorch/issues/137807,Step 3: Issue not related to correctness bugs
torch.compile() drops transformer/Qwen1.5-7B model output quality from good to unusable,https://github.com/pytorch/pytorch/issues/120462,Step 6: Issue fixed without clear root causes
Redundant global code in the context parallel.,https://github.com/pytorch/pytorch/issues/167064,Step 3: Issue not related to correctness bugs
unnecessary warning triggered by inductor in pytorch 2.9,https://github.com/pytorch/pytorch/issues/166286,Step 3: Issue not related to correctness bugs
Delete deprecated fp32 precision warnings (#166956),https://github.com/pytorch/pytorch/pull/166998,Step 2: Issue not discussing a bug within torch.compile
support methods for torch.compiler.allow_in_graph,https://github.com/pytorch/pytorch/issues/125244,Step 1: Feature requests and general help requests
allow_in_graph/nonstrict_trace don't work for functions that are assigned to an object and then called with method call syntax,https://github.com/pytorch/pytorch/issues/159372,Step 3: Issue not related to correctness bugs
StableDiffusion with dynamic=True still recompiles,https://github.com/pytorch/pytorch/issues/104913,Step 3: Issue not related to correctness bugs
`_allow_non_fake_inputs` parameter of `make_fx` has no effect,https://github.com/pytorch/pytorch/issues/125347,Step 3: Issue not related to correctness bugs
torch.compile error,https://github.com/pytorch/pytorch/issues/113537,Step 3: Issue not related to correctness bugs
[Inductor] nameError when using .item() on float tensor arg in torch.compile,https://github.com/pytorch/pytorch/issues/166888,Step 3: Issue not related to correctness bugs
can not find tensorrt,https://github.com/pytorch/pytorch/issues/101929,Step 1: Feature requests and general help requests
[pytorch] Moving torch.compile worker process logs to a dedicated rank based log directory,https://github.com/pytorch/pytorch/pull/159874,Step 2: Issue not discussing a bug within torch.compile
[RFC] Add experimental Pallas TorchInductor backend,https://github.com/pytorch/pytorch/pull/166822,Step 1: Feature requests and general help requests
[dynamo] Attempt to generate guard on Dynamo-generated temporary variable,https://github.com/pytorch/pytorch/issues/166900,Step 3: Issue not related to correctness bugs
Inductor Fails with Stride Mismatch for torch.linalg.eig,https://github.com/pytorch/pytorch/issues/159445,Step 3: Issue not related to correctness bugs
Delete deprecated fp32 precision warnings,https://github.com/pytorch/pytorch/pull/166956,Step 2: Issue not discussing a bug within torch.compile
Add stack trace to kineto trace for aot_eager,https://github.com/pytorch/pytorch/pull/164315,Step 2: Issue not discussing a bug within torch.compile
Add model code stack trace to cuda.memory._snapshot,https://github.com/pytorch/pytorch/pull/166676,Step 2: Issue not discussing a bug within torch.compile
Fix torch.combinations RuntimeError with dynamic shapes,https://github.com/pytorch/pytorch/pull/166942,Step 3: Issue not related to correctness bugs
[Bugfix][dynamo] Implement __sym_float__ for SymBool to fix multiplication TypeError,https://github.com/pytorch/pytorch/pull/165264,Step 3: Issue not related to correctness bugs
"[Fuzzer][Eager/Compile Divergence] call_function <built-in function mul>(*(Eq(u0, 1), FakeTensor(..., size=(), requires_grad=True)), **{}): got TypeError(""unsupported operand type(s) for *: 'SymBool' and 'FakeTensor'"")",https://github.com/pytorch/pytorch/issues/164684,Step 3: Issue not related to correctness bugs
Fixes torch.compile(nn.ModuleList()) changes bool() behavior ,https://github.com/pytorch/pytorch/pull/159208,Step 3: Issue not related to correctness bugs
[Inductor][AO] Flex Attention with AO hit the recompile limit on `v2.9.0`,https://github.com/pytorch/pytorch/issues/166153,Step 3: Issue not related to correctness bugs
Fix torch.full with dynamic tensor fill_value in torch.compile,https://github.com/pytorch/pytorch/pull/166554,Step 5: Duplicated Issue
[opaque_obj_v2] make_fx support,https://github.com/pytorch/pytorch/pull/165005,Step 1: Feature requests and general help requests
Fallback to contiguous layout in convolution lowering on stride mismatch #159462,https://github.com/pytorch/pytorch/pull/159593,Step 3: Issue not related to correctness bugs
"[Fuzzer][Eager/Compile Divergence] assert ""int"" in str(indices.get_dtype())",https://github.com/pytorch/pytorch/issues/166042,Step 3: Issue not related to correctness bugs
Flex Attention does not support learnable scalar,https://github.com/pytorch/pytorch/issues/166364,Step 1: Feature requests and general help requests
Backend Compiler Graph Break,https://github.com/pytorch/pytorch/issues/166582,Step 3: Issue not related to correctness bugs
[Fuzzer][Eager/Compile Divergence] list index out of range,https://github.com/pytorch/pytorch/issues/163971,Step 3: Issue not related to correctness bugs
Specific torch compile memory leak involving flash_attn_varlen_func,https://github.com/pytorch/pytorch/issues/165407,Step 3: Issue not related to correctness bugs
New flex flash path breaks w/ dynamic buffers,https://github.com/pytorch/pytorch/issues/165854,Step 3: Issue not related to correctness bugs
[CI] Enable python-3.14 testing,https://github.com/pytorch/pytorch/pull/166754,Step 2: Issue not discussing a bug within torch.compile
Add model code stack trace to cuda.memory._snapshot,https://github.com/pytorch/pytorch/pull/166450,Step 2: Issue not discussing a bug within torch.compile
[dynamo] error_on_graph_break(True) fails to error on graph break in some cases,https://github.com/pytorch/pytorch/issues/166589,Step 3: Issue not related to correctness bugs
[Inductor] support masked vectorization for the tail_loop for fp8 datatype,https://github.com/pytorch/pytorch/pull/163324,Step 2: Issue not discussing a bug within torch.compile
torch.full give wrong result with torch.compile and dtype=torch.float64,https://github.com/pytorch/pytorch/issues/166253,Studied Dataset (Confirmed Correctness Bug)
[DTensor] Compile w/dynamic shapes - Untracked Proxy for symbolic expression for some shapes and requires_grad=True,https://github.com/pytorch/pytorch/issues/159709,Step 3: Issue not related to correctness bugs
torch.compile don't work with searchsorted,https://github.com/pytorch/pytorch/issues/163528,Studied Dataset (Confirmed Correctness Bug)
cryptic symbolic shape error with FSDP2 and torch.compile,https://github.com/pytorch/pytorch/issues/165177,Step 3: Issue not related to correctness bugs
Build libgomp (gcc-13) from src on AArch64,https://github.com/pytorch/pytorch/pull/166543,Step 2: Issue not discussing a bug within torch.compile
bwd pass,https://github.com/pytorch/pytorch/pull/164504,Step 3: Issue not related to correctness bugs
Add waitcounters for torch.compile subprocess pool,https://github.com/pytorch/pytorch/pull/164527,Step 2: Issue not discussing a bug within torch.compile
[Fuzzer][Eager/Compile Divergence] DDE _get_symint_hints(ph_arg.stride()) != real_stride:,https://github.com/pytorch/pytorch/issues/163894,Step 3: Issue not related to correctness bugs
[Fuzzer]  TypeError('BooleanAtom not allowed in this context.'),https://github.com/pytorch/pytorch/issues/160726,Step 3: Issue not related to correctness bugs
[Inductor] support masked vectorization for the tail_loop for float64 datatype,https://github.com/pytorch/pytorch/pull/163316,Step 2: Issue not discussing a bug within torch.compile
"`torch.bmm`+`torch.compile` no longer works in 2.9, but worked in 2.8",https://github.com/pytorch/pytorch/issues/165892,Step 3: Issue not related to correctness bugs
`torch.compile(nn.ModuleList())` changes `bool()` behavior,https://github.com/pytorch/pytorch/issues/159139,Studied Dataset (Confirmed Correctness Bug)
torch.compile regression: mxfp8 quantization along rows,https://github.com/pytorch/pytorch/issues/164301,Step 3: Issue not related to correctness bugs
"`torch.compile` crashes on model exported via `torch.export`, with lifted constant from cache tensor",https://github.com/pytorch/pytorch/issues/160066,Step 3: Issue not related to correctness bugs
[dynamo] another 3.11 resume codegen KeyError,https://github.com/pytorch/pytorch/issues/166176,Step 3: Issue not related to correctness bugs
[dynamo] Key error in bytecode_transformation,https://github.com/pytorch/pytorch/issues/166033,Step 3: Issue not related to correctness bugs
torch.compile() + DDP fails even for the simplest custom autograd.Function when optimize_ddp=True,https://github.com/pytorch/pytorch/issues/166305,Step 3: Issue not related to correctness bugs
[inductor] `argmax` outputs wrong when working on transposed and mutated matrix,https://github.com/pytorch/pytorch/issues/163929,Studied Dataset (Confirmed Correctness Bug)
[dynamo] Fix recompilation error message to point to new programming model docs,https://github.com/pytorch/pytorch/pull/165260,Step 2: Issue not discussing a bug within torch.compile
[dynamo] recompilation failure error message still points to old troubleshooting doc,https://github.com/pytorch/pytorch/issues/163496,Step 2: Issue not discussing a bug within torch.compile
Remove JITFunction constexpr and some arg_names,https://github.com/pytorch/pytorch/pull/166280,Step 2: Issue not discussing a bug within torch.compile
[Inductor] Support native Inductor as backend for MTIA,https://github.com/pytorch/pytorch/pull/158526,Step 1: Feature requests and general help requests
[Fuzzer][Eager/Compile Divergence] The size of tensor a (s67) must match the size of tensor b (u0) at non-singleton dimension 0),https://github.com/pytorch/pytorch/issues/164875,Step 3: Issue not related to correctness bugs
[Fuzzer][Eager/Compile Divergence] The size of tensor a (u0) must match the size of tensor b (18) at non-singleton dimension,https://github.com/pytorch/pytorch/issues/164876,Step 3: Issue not related to correctness bugs
[export] Unified graph capture with fullgraph_capture.,https://github.com/pytorch/pytorch/pull/165562,Step 1: Feature requests and general help requests
torch.compile generates illegal triton tl.broadcast_to and crashes from particular unsqueeze and torch.cat interleaving: 'constexpr_type' object has no attribute 'is_block',https://github.com/pytorch/pytorch/issues/164700,Step 3: Issue not related to correctness bugs
[c10d] fix torch.compile issue with all_to_all_single_autograd,https://github.com/pytorch/pytorch/pull/158912,Step 4: Issue not confirmed by developers
Fix dynamo stack trace,https://github.com/pytorch/pytorch/pull/165930,Step 3: Issue not related to correctness bugs
[ATen] Fix CUDA reduction warp shuffle order,https://github.com/pytorch/pytorch/pull/164790,Step 3: Issue not related to correctness bugs
"[Fuzzer][Eager/Compile Divergence]  RuntimeError: self and mat2 must have the same dtype, but got Half and Float",https://github.com/pytorch/pytorch/issues/165718,Step 3: Issue not related to correctness bugs
[torch.compile][fullgraph][dynamic shapes] `torch.unique` (`aten._unique2.default`) rejected as “Dynamic shape operator” in fullgraph mode (eager OK),https://github.com/pytorch/pytorch/issues/165417,Step 3: Issue not related to correctness bugs
"[dynamo] Show recompilation reason when set_stance(""fail_on_recompile"") fails",https://github.com/pytorch/pytorch/issues/163500,Step 1: Feature requests and general help requests
Inconsistent output with same input using equivalent block masks created via different methods in Flex Attention,https://github.com/pytorch/pytorch/issues/165838,Step 4: Issue not confirmed by developers
Happier cowpath for torch.tensor_split on Tensor split sizes,https://github.com/pytorch/pytorch/issues/125341,Step 1: Feature requests and general help requests
Recompilation triggered at each step of the loop involving array indexing,https://github.com/pytorch/pytorch/issues/114293,Step 3: Issue not related to correctness bugs
Guard failing with `.item()` indexing,https://github.com/pytorch/pytorch/issues/131911,Step 3: Issue not related to correctness bugs
[dynamo][ac] Config flag to allow eager and compile AC divergence for side-effects,https://github.com/pytorch/pytorch/pull/165775,Step 1: Feature requests and general help requests
Don't run compile inside kernel invocation,https://github.com/pytorch/pytorch/pull/165687,Step 3: Issue not related to correctness bugs
Can't call torch.compile inside of a custom op,https://github.com/pytorch/pytorch/issues/151328,Step 1: Feature requests and general help requests
torch.compile: populate compiler_config,https://github.com/pytorch/pytorch/pull/165581,Step 2: Issue not discussing a bug within torch.compile
torch.compile programming model doc requests,https://github.com/pytorch/pytorch/issues/147632,Step 2: Issue not discussing a bug within torch.compile
Dynamo Unsupported: call_method UserDefinedObjectVariable(zip) __next__ [] {},https://github.com/pytorch/pytorch/issues/146360,Step 3: Issue not related to correctness bugs
Dynamo Unsupported: call_method UserDefinedObjectVariable(zip) __iter__ () {},https://github.com/pytorch/pytorch/issues/146359,Step 3: Issue not related to correctness bugs
Dynamo Unsupported: call_method UserDefinedObjectVariable(dict_itemiterator) __next__ [] {},https://github.com/pytorch/pytorch/issues/146349,Step 3: Issue not related to correctness bugs
Dynamo Unsupported call_method UserDefinedObjectVariable(generator) __iter__ () {},https://github.com/pytorch/pytorch/issues/146348,Step 3: Issue not related to correctness bugs
Dynamo Unsupported call_method UserDefinedObjectVariable(enumerate) __iter__ () {},https://github.com/pytorch/pytorch/issues/146347,Step 3: Issue not related to correctness bugs
Dynamo Unsupported: call_method UserDefinedObjectVariable(enumerate) __next__ [] {},https://github.com/pytorch/pytorch/issues/146346,Step 3: Issue not related to correctness bugs
Dynamo Unsupported: call_method UserDefinedObjectVariable(dict_valueiterator) __next__ [] {},https://github.com/pytorch/pytorch/issues/146344,Step 3: Issue not related to correctness bugs
Dynamo graph break on `call_method UserDefinedObjectVariable(list_iterator) __next__ [] {}`,https://github.com/pytorch/pytorch/issues/146340,Step 3: Issue not related to correctness bugs
Fix bug with serialization after AOTAutogradCache hit,https://github.com/pytorch/pytorch/pull/165474,Step 3: Issue not related to correctness bugs
[precompile] AOT Precompile serialization failed when running mutliple times,https://github.com/pytorch/pytorch/issues/165447,Step 3: Issue not related to correctness bugs
Dynamo graph break on flex attention code,https://github.com/pytorch/pytorch/issues/164247,Step 3: Issue not related to correctness bugs
Inductor bug when compiling Gemma,https://github.com/pytorch/pytorch/issues/165579,Step 3: Issue not related to correctness bugs
[DeviceMesh] DeviceMesh.get_local_rank() failing when inside of `torch.compile` with wrong error message,https://github.com/pytorch/pytorch/issues/165215,Step 3: Issue not related to correctness bugs
[Fuzzer][Eager/Compile Divergence] IncompatibleTypeErrorImpl('invalid operands of type pointer<fp16> and triton.language.float64'),https://github.com/pytorch/pytorch/issues/164086,Step 3: Issue not related to correctness bugs
[Fuzzer][Eager/Compile Divergence] IncompatibleTypeErrorImpl('invalid operands of type pointer<fp16> and triton.language.float64'),https://github.com/pytorch/pytorch/issues/164157,Step 3: Issue not related to correctness bugs
Question in aot_autograd trace in torch.distributed case,https://github.com/pytorch/pytorch/issues/155599,Step 1: Feature requests and general help requests
`torch.compile` with Inductor fails with `NotImplementedError` for models using `to_sparse()`,https://github.com/pytorch/pytorch/issues/164823,Step 3: Issue not related to correctness bugs
test vLLM with PyTorch 2.8rc before releasing PyTorch 2.8,https://github.com/pytorch/pytorch/issues/155933,Step 2: Issue not discussing a bug within torch.compile
Custom attention recompilations,https://github.com/pytorch/pytorch/issues/121504,Step 3: Issue not related to correctness bugs
[dynamo] add more debug information to LazyVariableTrackers,https://github.com/pytorch/pytorch/issues/162860,Step 1: Feature requests and general help requests
Megacache integration,https://github.com/pytorch/pytorch/pull/163533,Step 2: Issue not discussing a bug within torch.compile
register custom op,https://github.com/pytorch/pytorch/pull/164503,Step 1: Feature requests and general help requests
"[dynamo, dynamic shapes] .item() on Tensor created in the compiled region fails",https://github.com/pytorch/pytorch/issues/156135,Step 3: Issue not related to correctness bugs
feat(dynamo): IS#160752 make F.one_hot work with jacfwd + torch.compile(dynamic=True),https://github.com/pytorch/pytorch/pull/160837,Step 3: Issue not related to correctness bugs
"`torch.func.jacfwd` fails with `one_hot` and `torch.compile(.., dynamic=True)`",https://github.com/pytorch/pytorch/issues/160752,Step 3: Issue not related to correctness bugs
dynamo configs to torch.compiler,https://github.com/pytorch/pytorch/pull/163517,Step 2: Issue not discussing a bug within torch.compile
[export] Turn on install_free_tensors flag,https://github.com/pytorch/pytorch/pull/164691,Step 2: Issue not discussing a bug within torch.compile
AOTAutogradCache doesn't support view_replay,https://github.com/pytorch/pytorch/issues/141974,Step 3: Issue not related to correctness bugs
tlparse symint guard user provenance slightly off,https://github.com/pytorch/pytorch/issues/157915,Step 2: Issue not discussing a bug within torch.compile
torch._check on 3 unbacked symints aren't resolving ddes,https://github.com/pytorch/pytorch/issues/154240,Step 3: Issue not related to correctness bugs
[torch.compile] Integers stored on nn.Modules as dynamic causing errors,https://github.com/pytorch/pytorch/issues/133166,Step 3: Issue not related to correctness bugs
Inductor error with Torch XPU optimizations to StableDiffusion3 Pipeline,https://github.com/pytorch/pytorch/issues/156303,Step 3: Issue not related to correctness bugs
Fix storage_offset preservation in clone_preserve_strides,https://github.com/pytorch/pytorch/pull/156415,Step 5: Duplicated Issue
[programming model] make stacktraces for data-dependent errors more friendly,https://github.com/pytorch/pytorch/issues/150043,Step 1: Feature requests and general help requests
Wrong handling of deferred  == and != runtime checks in torch.compile!,https://github.com/pytorch/pytorch/issues/151127,Studied Dataset (Confirmed Correctness Bug)
The dynamic compilation does not handle composite shapes with multiple dimensions very effectively,https://github.com/pytorch/pytorch/issues/127162,Step 3: Issue not related to correctness bugs
Symbolic shape fails symbol_to_source when caching is enabled,https://github.com/pytorch/pytorch/issues/127970,Step 3: Issue not related to correctness bugs
DISABLED test_qlinear_add_int8_mixed_bf16_use_relu_False_is_qat_False_is_dynamic_False (__main__.TestPatternMatcher),https://github.com/pytorch/pytorch/issues/161460,Step 2: Issue not discussing a bug within torch.compile
LocalTensor,https://github.com/pytorch/pytorch/pull/164537,Step 1: Feature requests and general help requests
[inductor] verify determinism with inductor benchmark script,https://github.com/pytorch/pytorch/pull/164904,Step 2: Issue not discussing a bug within torch.compile
[Inductor] torch.isin fails for scalar test_elements in compile,https://github.com/pytorch/pytorch/issues/164924,Step 3: Issue not related to correctness bugs
[Fuzzer][Eager/Compile Divergence] dimensionality of sizes (0) must match dimensionality of strides (1),https://github.com/pytorch/pytorch/issues/164814,Step 3: Issue not related to correctness bugs
Inductor pattern-matching seems to be sensitive to the presence/absence of clone nodes,https://github.com/pytorch/pytorch/issues/119911,Step 3: Issue not related to correctness bugs
ZeroBubble and DualPipeV pipeline parallel schedules fail with torch.compiled model,https://github.com/pytorch/pytorch/issues/161904,Step 3: Issue not related to correctness bugs
Enable dynamo to handle mark_dynamic X closure ,https://github.com/pytorch/pytorch/issues/123596,Step 1: Feature requests and general help requests
dynamic shapes support for __torch_dispatch__ subclasses + torch.compile,https://github.com/pytorch/pytorch/issues/114374,Step 1: Feature requests and general help requests
torch.compile support for SeamlessExpressivity/SeamlessM4T in fairseq2,https://github.com/pytorch/pytorch/issues/114373,Step 3: Issue not related to correctness bugs
Build libgomp (gcc-13) from src on AArch64,https://github.com/pytorch/pytorch/pull/152361,Step 2: Issue not discussing a bug within torch.compile
`SymInt` input doesn't get optimized out from `torch.compiled()` graph even if unused,https://github.com/pytorch/pytorch/issues/108446,Step 3: Issue not related to correctness bugs
EMFORMER_RNNT not compilable,https://github.com/pytorch/pytorch/issues/106101,Step 1: Feature requests and general help requests
[Dynamo][Compile]Torch compile with dynamic shapes not working,https://github.com/pytorch/pytorch/issues/105279,Step 3: Issue not related to correctness bugs
Fine-tuning HuggingFace wav2vec 2.0 with `torch.compile`,https://github.com/pytorch/pytorch/issues/101160,Step 3: Issue not related to correctness bugs
The first epoch is very slow when using torch.compile,https://github.com/pytorch/pytorch/issues/97783,Step 3: Issue not related to correctness bugs
Compile dynamic does not support GroupNorm in module,https://github.com/pytorch/pytorch/issues/97623,Step 3: Issue not related to correctness bugs
[RFC] Supporting Eager Mode via torch.compile,https://github.com/pytorch/pytorch/issues/115545,Step 1: Feature requests and general help requests
Make compiled mode broadcasting use 0 strides,https://github.com/pytorch/pytorch/pull/157854,Step 3: Issue not related to correctness bugs
[inductor] [silent incorrectness] [dtype processing] `torch.clamp` can't implicitly covert `int64`,https://github.com/pytorch/pytorch/issues/151744,Studied Dataset (Confirmed Correctness Bug)
Introduce joint_custom_pass callback,https://github.com/pytorch/pytorch/pull/164981,Step 1: Feature requests and general help requests
torch.compile for division gives different numeric output vs eager mode division: torch.tensor/torch.tensor,https://github.com/pytorch/pytorch/issues/141753,Studied Dataset (Confirmed Correctness Bug)
inductor crash with int64 + arange + max,https://github.com/pytorch/pytorch/issues/164465,Step 3: Issue not related to correctness bugs
[scan] Fix issues with scan on CPU and for autograd when implementing an RNN with multiple layers,https://github.com/pytorch/pytorch/pull/155422,Step 4: Issue not confirmed by developers
Move subset _dynamo configs to torch.compiler,https://github.com/pytorch/pytorch/pull/164899,Step 2: Issue not discussing a bug within torch.compile
[opaque obj] test cuda stream,https://github.com/pytorch/pytorch/pull/163935,Step 2: Issue not discussing a bug within torch.compile
Eager success but inductor failed on torch.ops.aten._cudnn_rnn.default,https://github.com/pytorch/pytorch/issues/158131,Step 3: Issue not related to correctness bugs
Inductor Fails on copy_ with Scalar Source,https://github.com/pytorch/pytorch/issues/158437,Step 3: Issue not related to correctness bugs
torch.compile miscompilation when copying from and saving to a state tensor in the same fused kernel,https://github.com/pytorch/pytorch/issues/164701,Studied Dataset (Confirmed Correctness Bug)
[dynamic shapes] DynamicInts prototype,https://github.com/pytorch/pytorch/pull/164788,Step 1: Feature requests and general help requests
Dynamo cache bug create_block_mask,https://github.com/pytorch/pytorch/issues/164608,Studied Dataset (Confirmed Correctness Bug)
torch.compile: Increase subprocess parent death check interval to lower cpu,https://github.com/pytorch/pytorch/pull/164594,Step 2: Issue not discussing a bug within torch.compile
[export] Turn on install_free_tensors flag,https://github.com/pytorch/pytorch/pull/164292,Step 2: Issue not discussing a bug within torch.compile
[Inductor] Float division inside tl.load in codegen results in TypeError('unexpected type fp32'),https://github.com/pytorch/pytorch/issues/154996,Step 3: Issue not related to correctness bugs
Triton Compilation Error in Generated Code due to possible float division in index,https://github.com/pytorch/pytorch/issues/153375,Step 3: Issue not related to correctness bugs
[Fuzzer][Eager/Compile Divergence] TypeError('unexpected type fp32'),https://github.com/pytorch/pytorch/issues/164063,Step 3: Issue not related to correctness bugs
Support calling torch.compile inside non-strict export,https://github.com/pytorch/pytorch/pull/164171,Step 1: Feature requests and general help requests
docs: fix dead link in torch.compile docs,https://github.com/pytorch/pytorch/pull/152734,Step 2: Issue not discussing a bug within torch.compile
[Fuzzer][Eager/Compile Divergence] torch._inductor.exc.InductorError: ImportError:,https://github.com/pytorch/pytorch/issues/164486,Step 3: Issue not related to correctness bugs
DebugMode silently disables torch.compile,https://github.com/pytorch/pytorch/issues/164143,Step 3: Issue not related to correctness bugs
"sdp_kernel causes dynamo error on torch.compile(model, fullgraph=True)",https://github.com/pytorch/pytorch/issues/107175,Step 3: Issue not related to correctness bugs
TTGIR error for FlexAttention on B200,https://github.com/pytorch/pytorch/issues/160385,Step 3: Issue not related to correctness bugs
[DONT MERGE YET][dynamo][guards] Do not dict pop in framelocals dict creation,https://github.com/pytorch/pytorch/pull/164038,Step 3: Issue not related to correctness bugs
[dynamo][sac] functools partial'ed context_fn is not supported,https://github.com/pytorch/pytorch/issues/164300,Step 3: Issue not related to correctness bugs
[export] Turn on install_free_tensors flag,https://github.com/pytorch/pytorch/pull/164305,Step 2: Issue not discussing a bug within torch.compile
[AARCH64][CD][CUDA13][Triton][PTXAS] Turn on BUILD_BUNDLE_PTXAS=1,https://github.com/pytorch/pytorch/pull/164236,Step 2: Issue not discussing a bug within torch.compile
fix input_put_ for torch.compile,https://github.com/pytorch/pytorch/pull/162405,Step 5: Duplicated Issue
GIL is not released when calling torch.compile kernels,https://github.com/pytorch/pytorch/issues/163061,Step 3: Issue not related to correctness bugs
[AARCH64][CD][CUDA13][Triton][PTXAS] Turn on BUILD_BUNDLE_PTXAS=1,https://github.com/pytorch/pytorch/pull/163988,Step 2: Issue not discussing a bug within torch.compile
extern kernel's get_free_symbols seems incomplete,https://github.com/pytorch/pytorch/issues/159685,Step 3: Issue not related to correctness bugs
Backpropagation to flex_attention `score_mod` biases fails based on presence of graph breaks,https://github.com/pytorch/pytorch/issues/162228,Studied Dataset (Confirmed Correctness Bug)
int64 mps repeat_interleave is incorrect under torch.compile,https://github.com/pytorch/pytorch/issues/159408,Step 2: Issue not discussing a bug within torch.compile
"Update the operator benchmarking, to benchmark using torch.compile",https://github.com/pytorch/pytorch/pull/164101,Step 2: Issue not discussing a bug within torch.compile
dynamo supports Tensor.tolist but not Tensor.item,https://github.com/pytorch/pytorch/issues/114483,Step 3: Issue not related to correctness bugs
_SymExprDict => _SymExprDict for proxy_tensor PythonKeyTracer,https://github.com/pytorch/pytorch/pull/164047,Step 2: Issue not discussing a bug within torch.compile
Seeing worse performance with torch.compile() command vs not running this command,https://github.com/pytorch/pytorch/issues/161743,Step 3: Issue not related to correctness bugs
tolist() does not graph when capture_scalar_outputs = False,https://github.com/pytorch/pytorch/issues/163798,Step 3: Issue not related to correctness bugs
Size-like unbacked symbol whose upper bound < 2 causes problems for nonzero,https://github.com/pytorch/pytorch/issues/130624,Step 3: Issue not related to correctness bugs
`torch.compile` on `torch.arange` hard errors with `PendingUnbackedSymbolNotFound`,https://github.com/pytorch/pytorch/issues/158058,Step 3: Issue not related to correctness bugs
[inductor] add subsystem to pattern matcher,https://github.com/pytorch/pytorch/pull/163922,Step 2: Issue not discussing a bug within torch.compile
"unbacked symint comparison fails: `Eq(Max(1, u3), u1)`",https://github.com/pytorch/pytorch/issues/132522,Step 3: Issue not related to correctness bugs
Loss of size-like ness when size-like expression is involved in expression that makes it smaller,https://github.com/pytorch/pytorch/issues/134230,Step 3: Issue not related to correctness bugs
Improving expand w/ unbacked symints,https://github.com/pytorch/pytorch/issues/128645,Step 1: Feature requests and general help requests
Dynamic shapes: Cannot determine contiguity of split on inner dimension,https://github.com/pytorch/pytorch/issues/125519,Step 3: Issue not related to correctness bugs
Avoid fast path mask left-align check in compiled TransformerEncoder,https://github.com/pytorch/pytorch/pull/163773,Step 3: Issue not related to correctness bugs
[torch.compile] TransformerEncoder with boolean src_key_padding_mask fails under Dynamo fullgraph mode,https://github.com/pytorch/pytorch/issues/163640,Step 3: Issue not related to correctness bugs
"[Fuzzer][Eager/Compile Divergence] assert_size_stride(buf1, (s46, 64, s22), (64*s22, s22, 1), 'torch.ops.aten.convolution_backward.default')",https://github.com/pytorch/pytorch/issues/163604,Step 3: Issue not related to correctness bugs
[Fuzzer][Eager/Compile Divergence] torch.nn.functional.conv1d works in eager but fails compile,https://github.com/pytorch/pytorch/issues/163569,Step 3: Issue not related to correctness bugs
Inductor Fails on Conv1D After Permute with Stride Mismatch Error,https://github.com/pytorch/pytorch/issues/159462,Step 3: Issue not related to correctness bugs
[WIP][precompile] Set fake_mode of base tensor in fx graph pickler,https://github.com/pytorch/pytorch/pull/163738,Step 3: Issue not related to correctness bugs
region compile triggers recompile,https://github.com/pytorch/pytorch/issues/163329,Step 3: Issue not related to correctness bugs
Dead link in `torch.compile` docs,https://github.com/pytorch/pytorch/issues/119272,Step 2: Issue not discussing a bug within torch.compile
"[MPS] `torch.compile` ResNet-18 model fails during `loss.backward()` on MPS backend, but works on CPU",https://github.com/pytorch/pytorch/issues/161905,Step 3: Issue not related to correctness bugs
[torchfuzz] make generated code much more concise and cleaner,https://github.com/pytorch/pytorch/pull/163812,Step 2: Issue not discussing a bug within torch.compile
[torchfuzz] simplify codegen and runner,https://github.com/pytorch/pytorch/pull/163743,Step 2: Issue not discussing a bug within torch.compile
